Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2023-01-02,Koramangala,Sarjapur Road,59924,33.69586882642742,1.5,100.0,100.0,3,169.848,70.28254377371559,79.12022062077114,59.00736549577815,104,Windy,No
2023-01-02,M.G. Road,Trinity Circle,35381,41.74873356970846,1.5,100.0,100.0,1,120.762,71.82119845544224,60.207779710582685,62.78735242049643,97,Windy,No
2023-01-02,Jayanagar,Jayanagar 4th Block,26557,22.523218554585576,1.5,95.94880370611853,100.0,0,103.114,46.58993351037709,77.58138745136043,61.47698150597582,116,Clear,No
2023-01-02,Jayanagar,South End Circle,33013,27.27886999420104,1.5,100.0,100.0,1,116.026,30.080056723825503,86.42416301094269,94.48673968438962,105,Clear,No
2023-01-02,Hebbal,Hebbal Flyover,23788,41.40884404031344,1.2494150673035145,82.01765919394259,100.0,2,97.576,48.3853637213054,61.443437966995,57.493878722843306,89,Clear,No
2023-01-02,Hebbal,Ballari Road,31494,28.051216996681624,1.5,95.0530585130387,100.0,2,112.988,59.47380968859599,65.94311542785881,83.44070368301553,106,Clear,Yes
2023-01-02,Yeshwanthpur,Tumkur Road,13936,36.76844549820478,1.0132131237969526,53.36517759083355,64.9436604001628,0,77.872,54.8284643252241,96.67734092101747,94.60605673220984,176,Clear,Yes
2023-01-03,Indiranagar,100 Feet Road,38288,36.60479880535099,1.5,100.0,100.0,2,126.576,76.59354766261644,94.52126022663352,81.97612227395841,99,Fog,No
2023-01-03,Indiranagar,CMH Road,32720,40.22308555358297,1.5,100.0,100.0,1,115.44,57.50335483903397,96.06417077769586,56.10498141056452,103,Clear,No
2023-01-03,Whitefield,ITPL Main Road,30730,24.88813049615542,1.5,100.0,100.0,3,111.46,58.55948335437106,82.53918738837429,88.63246023783564,100,Overcast,No
2023-01-03,Koramangala,Sarjapur Road,45187,37.03543171929119,1.5,100.0,100.0,3,140.374,34.942044983335606,69.57679689853393,71.18227114276098,91,Overcast,No
2023-01-03,Electronic City,Silk Board Junction,13038,58.06453506825694,1.082062469490995,37.996485412943166,64.92928889014529,0,76.076,27.46658842892861,94.92336732008746,88.95301592832749,170,Clear,Yes
2023-01-03,M.G. Road,Trinity Circle,23004,38.43696222149558,1.133571597520512,83.91379794362653,100.0,3,96.008,56.67987243377314,96.24632353510808,53.45827987822169,98,Overcast,No
2023-01-03,Jayanagar,Jayanagar 4th Block,35327,31.572807679468674,1.5,100.0,100.0,1,120.654,64.9053601458921,95.93109100188784,78.34386792240406,88,Clear,No
2023-01-03,Hebbal,Ballari Road,36561,46.21082149351284,1.5,100.0,100.0,3,123.122,50.97603951129717,74.25869106355401,64.84794393934793,97,Clear,No
2023-01-03,Yeshwanthpur,Tumkur Road,15615,54.32529485846536,1.354726331274117,53.15038038237908,75.86937007411761,1,81.23,55.892042225067904,67.61572144090898,81.45873576426062,111,Clear,No
2023-01-04,Indiranagar,100 Feet Road,24452,51.63309492084395,1.2168389101639587,84.26050083969439,100.0,0,98.904,29.260348461781906,73.45984398611387,73.99325650807273,97,Clear,No
2023-01-04,Indiranagar,CMH Road,38671,20.0,1.5,100.0,100.0,4,127.342,45.14006958964861,91.81675325082514,93.66013578640778,106,Clear,No
2023-01-04,Whitefield,Marathahalli Bridge,22341,60.42758056101036,1.2892088186834687,68.49935625940422,100.0,1,94.682,56.642445503056926,75.22960978985932,87.53977672243104,105,Clear,No
2023-01-04,Whitefield,ITPL Main Road,15827,61.34345357901938,1.0128021526748952,58.39409606164747,78.48537463052149,1,81.654,16.995534730083726,84.52903292671215,68.00685322160103,101,Clear,No
2023-01-04,Koramangala,Sarjapur Road,29832,34.76584377867176,1.5,97.61546644263493,100.0,1,109.664,50.08319375045064,67.19628479540943,66.50527618503284,116,Rain,No
2023-01-04,Electronic City,Silk Board Junction,11838,49.38896929523789,1.3110462009171109,47.86178599704464,56.23020436277796,2,73.676,66.63544658485552,64.42658318056736,63.18001681317148,182,Clear,No
2023-01-04,M.G. Road,Trinity Circle,40620,37.01057414567522,1.5,100.0,100.0,2,131.24,54.472184453477965,69.74558601544716,86.39811440475522,109,Clear,No
2023-01-04,M.G. Road,Anil Kumble Circle,38704,43.581958262129575,1.5,100.0,100.0,3,127.408,10.460517204385717,98.70326427529646,90.54440959885429,97,Overcast,No
2023-01-04,Jayanagar,South End Circle,33465,60.23343348571573,1.5,100.0,100.0,1,116.93,53.25063237110922,65.78193160893011,68.9746150559245,93,Overcast,No
2023-01-04,Hebbal,Hebbal Flyover,35273,31.25743962473209,1.5,100.0,100.0,1,120.546,61.05074880568574,91.83574994370298,66.44757274097694,104,Fog,No
2023-01-04,Hebbal,Ballari Road,47449,24.939247045033177,1.5,100.0,100.0,3,144.898,71.8743804610967,88.3939532102716,78.57053381372269,95,Clear,No
2023-01-05,Whitefield,Marathahalli Bridge,18409,43.73573400992209,1.1834252350802923,58.08297263439746,94.4573150060636,2,86.818,77.72305337466754,71.63745245296793,93.24120801635928,96,Overcast,No
2023-01-05,Koramangala,Sarjapur Road,45897,41.893746134047376,1.5,100.0,100.0,1,141.79399999999998,33.77711908685835,90.81682948113212,70.20039751840105,96,Clear,No
2023-01-05,M.G. Road,Anil Kumble Circle,41455,33.660472749583526,1.5,100.0,100.0,1,132.91,77.23000770239618,88.07780340074831,69.61491311299744,90,Clear,No
2023-01-05,Jayanagar,Jayanagar 4th Block,39964,27.463006284369577,1.5,100.0,100.0,1,129.928,10.092654007036144,97.65719754325838,71.51244382771782,83,Clear,No
2023-01-05,Hebbal,Hebbal Flyover,42662,40.31823433363456,1.5,100.0,100.0,2,135.324,79.80896422914961,93.93430313627424,61.89936722289601,115,Clear,No
2023-01-05,Hebbal,Ballari Road,9935,31.720309305707584,1.1525154829500894,26.09659010493827,48.62055425179358,0,69.87,38.71091572356251,66.89243545068392,80.48555192421928,166,Overcast,No
2023-01-05,Yeshwanthpur,Tumkur Road,20527,48.29541155152203,1.157300659439493,70.18649537387908,98.56711160164164,2,91.054,33.46590801424252,74.95323672888108,67.26887662874354,106,Clear,No
2023-01-06,Indiranagar,100 Feet Road,24943,42.44218661083437,1.1911624702894474,77.83484001601902,100.0,2,99.886,42.35596649421187,76.23340410062588,93.61912396535948,99,Clear,No
2023-01-06,Indiranagar,CMH Road,24139,37.68419158414687,1.1817046115239591,73.93117893147134,100.0,1,98.278,41.603926725053,67.73400437225648,87.7812492058685,90,Windy,No
2023-01-06,Whitefield,Marathahalli Bridge,26781,38.12358492548875,1.5,96.1664010857745,100.0,3,103.562,75.71778410480275,82.39252585302964,53.87803049965914,81,Overcast,No
2023-01-06,Whitefield,ITPL Main Road,13298,47.91503130283091,1.1516399025881192,46.90049128956871,64.33911336575129,0,76.596,35.23625264148691,78.42094059439646,83.71799119852358,213,Clear,No
2023-01-06,Koramangala,Sony World Junction,59850,40.37606348847432,1.5,100.0,100.0,1,169.7,41.62813179855852,87.54749126948185,98.8417834138084,101,Overcast,No
2023-01-06,Koramangala,Sarjapur Road,66055,39.3436668475792,1.5,100.0,100.0,1,182.11,29.9295473983614,93.56790820452186,79.91196805875194,83,Clear,No
2023-01-06,Electronic City,Hosur Road,13810,44.13205377122557,1.3633464662934287,46.04138278111964,68.76494557515402,1,77.62,29.999992518415304,60.10231409470621,53.91059382914894,185,Clear,No
2023-01-06,M.G. Road,Trinity Circle,13530,58.63424732252243,1.1588261774245034,54.76364583661216,62.75199352869294,0,77.06,21.17923861141889,73.17331072947962,56.66011417563392,207,Windy,No
2023-01-06,Jayanagar,Jayanagar 4th Block,20076,40.78811753680798,1.0846703080011766,75.85441556105889,95.8157908901126,6,90.152,76.94392477849455,87.51221730548039,90.966351620294,107,Rain,No
2023-01-06,Jayanagar,South End Circle,29504,21.192832203947617,1.5,98.8217153170374,100.0,2,109.008,70.39627427907084,62.16630760648591,94.98755159060008,104,Overcast,No
2023-01-06,Hebbal,Hebbal Flyover,19516,50.009521764188506,1.0329757116644234,66.30843787213257,97.41000773305127,1,89.032,37.752674283352974,60.187434163137816,73.38732792028594,117,Clear,No
2023-01-07,Indiranagar,100 Feet Road,24589,56.52336923812146,1.2713145896962863,84.04276887638366,100.0,2,99.178,70.66947115223854,99.7181328168784,83.07533974973403,111,Clear,No
2023-01-07,Indiranagar,CMH Road,37688,51.56774369522968,1.5,100.0,100.0,3,125.376,61.85682355853527,81.13820727005637,54.86758515200782,93,Clear,No
2023-01-07,Whitefield,Marathahalli Bridge,7382,50.825425982216245,1.065756760444676,18.777419297610194,34.171310127398286,1,64.764,19.05356368781212,88.976767444096,67.45285515212245,198,Fog,No
2023-01-07,Koramangala,Sony World Junction,15465,63.02945662838716,1.1736979687962634,45.58103981415682,78.56843214819449,0,80.93,40.042200903815065,62.25940588355007,88.83732535842131,84,Overcast,No
2023-01-07,M.G. Road,Trinity Circle,39254,27.05612824753985,1.5,100.0,100.0,3,128.50799999999998,48.271462231866685,81.26912380355935,95.70622046013168,115,Clear,No
2023-01-07,M.G. Road,Anil Kumble Circle,40230,35.13051119874597,1.5,100.0,100.0,1,130.45999999999998,36.42312325706912,78.59388401453218,74.86051198525787,115,Clear,No
2023-01-07,Yeshwanthpur,Yeshwanthpur Circle,14755,53.97248832960096,1.083840528499958,48.51307602670514,69.65418131645058,0,79.51,73.07199133796144,61.54875385347867,80.69457625396475,173,Clear,No
2023-01-07,Yeshwanthpur,Tumkur Road,22551,39.56478404050237,1.1405774265285642,68.90426396912386,100.0,1,95.102,36.51945815812686,85.28576769508358,82.56982944695868,105,Overcast,No
2023-01-08,Indiranagar,100 Feet Road,21858,52.38053806197743,1.3870977028773197,73.4750281607093,100.0,3,93.716,54.88840229241831,78.89872311819562,85.81998553614149,115,Clear,No
2023-01-08,Indiranagar,CMH Road,24569,32.40266578840018,1.1390129582362454,82.05588318889436,100.0,2,99.138,32.74862231578241,64.24941888091476,98.4260465077032,105,Clear,No
2023-01-08,Whitefield,ITPL Main Road,6813,34.74182346158994,1.2867854338925493,22.2009771821907,31.978278033335837,0,63.626,14.992217176186855,86.49410447015,57.36446833832386,190,Clear,No
2023-01-08,Koramangala,Sony World Junction,29254,23.570382070321983,1.5,91.15415557078477,100.0,1,108.508,59.75775836219898,68.10283604080284,50.5857511643981,109,Clear,Yes
2023-01-08,Koramangala,Sarjapur Road,30103,42.53687609365563,1.5,100.0,100.0,1,110.206,66.59003658262702,61.64401249477679,84.78077114680639,97,Clear,No
2023-01-08,Electronic City,Hosur Road,12983,39.39053295016594,1.1982911291058105,52.31696757168837,69.40384947179024,0,75.96600000000001,71.89450154314048,95.07019237548536,62.47923238006378,204,Clear,No
2023-01-08,M.G. Road,Trinity Circle,24747,54.07769998868276,1.1932489963808128,83.36030110095858,100.0,4,99.494,12.101517923923032,69.79920460958942,68.30776829437896,95,Clear,No
2023-01-08,M.G. Road,Anil Kumble Circle,23069,43.72814640428856,1.0318139705382297,75.53933207958254,100.0,1,96.138,53.04967643743399,72.78810265461485,56.17989151984607,97,Clear,No
2023-01-08,Jayanagar,South End Circle,14457,37.2394369577262,1.327829442156935,58.126224062299855,69.09610371434462,1,78.914,55.10968466445103,70.57765876015546,54.859811106956094,202,Windy,No
2023-01-08,Hebbal,Hebbal Flyover,35716,30.976837094909765,1.5,100.0,100.0,2,121.432,19.91413991156036,85.98557624040282,68.2948653989292,96,Clear,No
2023-01-08,Yeshwanthpur,Yeshwanthpur Circle,27136,21.875692142168266,1.5,84.68290403620405,100.0,3,104.272,24.90037079192064,82.17793412079833,86.53947063584789,92,Fog,No
2023-01-08,Yeshwanthpur,Tumkur Road,14771,50.939218868526,1.0649981296112363,46.95592522722136,78.58793781915578,0,79.542,60.35423110803153,63.68140072164103,91.62549810334284,204,Clear,Yes
2023-01-09,Indiranagar,100 Feet Road,27038,28.918183625060145,1.5,89.39515905448435,100.0,1,104.076,22.935465354241572,98.48466834741129,63.0892604767256,99,Clear,No
2023-01-09,Indiranagar,CMH Road,19430,46.03396580525975,1.0153022802608302,62.78324733427536,100.0,0,88.86,11.311197606466822,64.74811027020411,84.34350973241334,109,Overcast,No
2023-01-09,Whitefield,ITPL Main Road,18348,63.66838112897187,1.0842178656628187,70.22557075703304,94.29391713109044,2,86.696,24.926005768193694,91.63844938228122,77.96539904335768,102,Clear,No
2023-01-09,Koramangala,Sony World Junction,35875,37.06297739137912,1.5,100.0,100.0,2,121.75,64.60136401532047,67.08619822547828,92.5023286388618,100,Clear,No
2023-01-09,Koramangala,Sarjapur Road,44103,29.360443904234632,1.5,100.0,100.0,1,138.20600000000002,61.10550325896438,81.06337498202502,58.64985845836138,91,Clear,No
2023-01-09,M.G. Road,Trinity Circle,38326,36.14146669379887,1.5,100.0,100.0,3,126.652,65.94404889610492,61.44500676419457,62.51353061902951,84,Overcast,No
2023-01-09,M.G. Road,Anil Kumble Circle,27451,36.19192096019003,1.5,90.14263781979224,100.0,2,104.902,44.17149508139472,80.94177206092333,77.4358309982696,106,Clear,No
2023-01-09,Jayanagar,Jayanagar 4th Block,25974,29.77390628781196,1.5,84.91153381453397,100.0,2,101.948,64.52348229718936,74.58395250935062,91.67004384309102,118,Clear,No
2023-01-09,Hebbal,Ballari Road,18713,35.150671317367056,1.1295572236150315,55.488152202091264,91.66452230065327,1,87.426,29.21060296887704,75.38569131611938,98.01365189990167,108,Fog,No
2023-01-10,Indiranagar,100 Feet Road,35323,27.90245517598741,1.5,100.0,100.0,3,120.646,61.56619382343575,76.428054324258,94.07617904251155,84,Windy,No
2023-01-10,Indiranagar,CMH Road,44821,25.6198755328676,1.5,100.0,100.0,3,139.642,63.001644165686685,95.07383445358764,66.66397647694332,91,Clear,No
2023-01-10,Whitefield,Marathahalli Bridge,25703,39.62106234289024,1.5,95.02008151049668,100.0,4,101.406,61.66175784959139,94.39264681472125,54.795548170270514,102,Clear,No
2023-01-10,Koramangala,Sony World Junction,29681,30.792817230252457,1.5,89.13126614201147,100.0,4,109.362,62.80336144688422,91.3311108425976,92.71009465366332,79,Fog,Yes
2023-01-10,Koramangala,Sarjapur Road,29144,36.00225479160089,1.5,100.0,100.0,2,108.288,62.68186369271664,78.18019902414453,81.9050469878058,113,Clear,No
2023-01-10,M.G. Road,Trinity Circle,33882,35.10958187625097,1.5,100.0,100.0,1,117.764,59.43498165336504,67.93030486921025,87.2939030878014,95,Windy,No
2023-01-10,M.G. Road,Anil Kumble Circle,13000,38.9637383386557,1.2437255495695485,39.58119338448606,60.99129820383051,1,76.0,55.41938747742985,86.00804781485905,77.34193415363262,185,Clear,No
2023-01-10,Jayanagar,Jayanagar 4th Block,21256,40.95004936891562,1.288300230862227,67.59553240783143,100.0,0,92.512,63.92556942456827,67.8683953933951,90.967345673857,112,Clear,Yes
2023-01-10,Jayanagar,South End Circle,9509,66.66449128316361,1.3668051267146295,30.956820202553423,48.96806705444302,0,69.018,68.0619927549127,97.05502793264972,71.5865868390537,176,Fog,No
2023-01-11,Indiranagar,100 Feet Road,36016,33.213085533567465,1.5,100.0,100.0,3,122.032,39.93339141692992,65.37422769991385,52.634887529871214,95,Overcast,No
2023-01-11,Indiranagar,CMH Road,10347,36.3171862606867,1.1485058138893691,35.6719788175021,47.03913523221448,0,70.694,49.104331664029,77.2388348386611,83.36144713988718,186,Clear,No
2023-01-11,Whitefield,Marathahalli Bridge,9585,37.6514023830385,1.1146152322849554,22.02461829556226,48.495674354390914,1,69.17,30.789993092527656,79.62551197922014,55.06198323941818,206,Fog,No
2023-01-11,Koramangala,Sarjapur Road,32097,45.27859348270482,1.5,100.0,100.0,1,114.194,12.464481005005192,62.1062376807246,52.6842267067892,100,Clear,No
2023-01-11,Electronic City,Silk Board Junction,6323,33.91365496149921,1.2635360814959933,24.01789070404488,28.146623201077453,1,62.646,63.7605195322095,66.65923758819602,73.52843562126709,201,Rain,No
2023-01-11,M.G. Road,Trinity Circle,49285,31.05407884131217,1.5,100.0,100.0,0,148.57,59.57015716714948,84.76660056911568,65.8307738741742,106,Clear,Yes
2023-01-11,M.G. Road,Anil Kumble Circle,53004,31.791010021945173,1.5,100.0,100.0,1,156.00799999999998,29.184099082259763,95.44999322104846,74.05072468539345,103,Clear,No
2023-01-11,Jayanagar,South End Circle,29390,30.436440726478917,1.5,100.0,100.0,4,108.78,37.099794827870994,90.0461083609702,99.6888946140336,101,Clear,No
2023-01-11,Hebbal,Hebbal Flyover,32279,38.1141342573396,1.5,100.0,100.0,2,114.558,23.61389235801098,69.48860068115373,99.68927466393411,91,Clear,No
2023-01-11,Yeshwanthpur,Tumkur Road,12682,45.450189915923225,1.378113666982144,39.51486783516699,63.30287965784152,0,75.364,12.27812441808357,78.71267625879577,56.083368504288,205,Clear,No
2023-01-12,Indiranagar,100 Feet Road,32680,27.744617394384605,1.5,100.0,100.0,5,115.36,34.442020873439176,84.28634917401124,65.13740342255355,108,Overcast,No
2023-01-12,Indiranagar,CMH Road,34130,20.0,1.5,100.0,100.0,2,118.26,55.500096286219794,62.974496338672296,79.87488310656377,113,Clear,No
2023-01-12,Whitefield,ITPL Main Road,16199,42.44439214289815,1.127562382822334,60.51450102156085,84.46846065530626,1,82.398,39.59929064605447,82.95834359821379,95.80284397949052,93,Clear,No
2023-01-12,Koramangala,Sony World Junction,45122,34.33809552874244,1.5,100.0,100.0,2,140.244,75.80234523828811,65.51070419788107,95.11114058517802,107,Clear,No
2023-01-12,Koramangala,Sarjapur Road,44066,39.68182185939466,1.5,100.0,100.0,4,138.132,48.78164619409535,62.45902849789313,59.02460234657579,107,Clear,No
2023-01-12,M.G. Road,Trinity Circle,37019,33.99114676536517,1.5,100.0,100.0,1,124.038,51.50504776087848,66.98089905381816,86.11168567363245,94,Overcast,No
2023-01-12,M.G. Road,Anil Kumble Circle,57347,26.78877190582312,1.5,100.0,100.0,1,164.69400000000002,70.68817095935415,75.5049594650341,50.96387179842502,94,Overcast,No
2023-01-12,Jayanagar,Jayanagar 4th Block,25516,44.04232403906887,1.5,82.76207280525314,100.0,2,101.032,16.2372826586987,63.80055827711463,97.51247868933235,111,Clear,No
2023-01-12,Jayanagar,South End Circle,25095,31.680257621404326,1.5,78.85454072136115,100.0,4,100.19,51.83450684135123,71.22559327998498,57.52792659777917,100,Overcast,No
2023-01-13,Indiranagar,100 Feet Road,35408,39.05674474911667,1.5,100.0,100.0,4,120.816,35.507796914493525,67.22054734156043,83.4916509160048,101,Clear,No
2023-01-13,Indiranagar,CMH Road,28595,20.0,1.5,91.62973930554551,100.0,1,107.19,48.32132310298553,83.86688624157576,51.068983863266624,90,Clear,No
2023-01-13,Whitefield,Marathahalli Bridge,15311,52.334722675905695,1.139905085746498,46.36021191832975,81.23074359542557,0,80.622,52.738227994526135,89.41949048252411,66.68570343946865,130,Clear,No
2023-01-13,Koramangala,Sony World Junction,44659,25.51565217623426,1.5,100.0,100.0,0,139.31799999999998,55.49563408601715,87.81004931831158,94.44910511906042,92,Clear,No
2023-01-13,Koramangala,Sarjapur Road,46871,38.51742428366356,1.5,100.0,100.0,3,143.74200000000002,48.41569416539077,73.20243215374464,98.73803867643645,99,Rain,Yes
2023-01-13,M.G. Road,Trinity Circle,26671,44.8759218424679,1.5,79.69015961440931,100.0,4,103.342,52.08788314913561,80.03970978139702,51.30788442288576,95,Clear,No
2023-01-13,Hebbal,Hebbal Flyover,10706,37.230133917855376,1.241134722920319,36.45822997992728,51.33519935474755,0,71.412,64.94065291633393,61.54622271978723,52.95682344312964,191,Windy,Yes
2023-01-13,Hebbal,Ballari Road,31631,44.26744183502547,1.5,100.0,100.0,3,113.262,52.391518343421154,73.51904612850056,79.80607227749294,104,Clear,No
2023-01-13,Yeshwanthpur,Tumkur Road,6936,44.0577024368296,1.3043216850537789,15.057882633667468,38.00725025490701,0,63.872,72.29631383863142,62.6729260927098,96.09899242959769,218,Fog,Yes
2023-01-14,Indiranagar,100 Feet Road,26182,36.11014700282056,1.5,88.12694228356216,100.0,4,102.364,24.54800735897292,97.2178294172736,89.61101103514403,113,Overcast,No
2023-01-14,Indiranagar,CMH Road,33423,41.61631481210649,1.5,100.0,100.0,4,116.846,75.4162735806123,66.11551929819086,87.91277217986968,95,Clear,No
2023-01-14,Whitefield,Marathahalli Bridge,15407,58.23565770420703,1.0009485587817564,42.089535879854594,76.98535144938178,1,80.814,51.967205761631575,99.13252504974017,74.68890161464154,103,Clear,No
2023-01-14,Koramangala,Sony World Junction,29281,33.759031731102326,1.5,99.21867785288607,100.0,2,108.562,51.18403179857726,79.66364837211903,74.40612167144843,110,Clear,No
2023-01-14,Koramangala,Sarjapur Road,48832,33.96383354002583,1.5,100.0,100.0,2,147.664,15.383031624778912,88.53960944944944,51.75078155743126,90,Clear,No
2023-01-14,M.G. Road,Anil Kumble Circle,52201,27.310636883419303,1.5,100.0,100.0,3,154.402,51.36518775550169,80.71967341319555,79.70043198107223,82,Clear,No
2023-01-14,Jayanagar,Jayanagar 4th Block,31563,27.20616933140045,1.5,100.0,100.0,3,113.126,66.73472846158845,62.64720619800338,66.53303089587479,106,Clear,No
2023-01-14,Jayanagar,South End Circle,17222,49.53298374341481,1.2906665590821491,51.92272472310863,81.9914631719481,2,84.444,42.34236910838831,82.1103968966059,70.406371336218,108,Overcast,No
2023-01-14,Hebbal,Ballari Road,9225,47.90620971705493,1.2202679644334051,35.17249910002118,45.19585426227278,0,68.45,72.09919802092116,61.72980167085794,95.23762549256412,225,Overcast,No
2023-01-15,Indiranagar,100 Feet Road,49820,40.437918577045615,1.5,100.0,100.0,2,149.64,78.77286703598895,82.12636131956117,74.16870668169874,89,Fog,No
2023-01-15,Indiranagar,CMH Road,37195,20.0,1.5,100.0,100.0,1,124.39,33.357748055579016,98.33867751624248,63.20186920808155,98,Clear,No
2023-01-15,Whitefield,Marathahalli Bridge,17473,49.97563860869096,1.138740926369474,55.38672336182915,90.09588460403442,1,84.946,62.46962444586144,94.54820026366508,61.751914247878325,105,Overcast,No
2023-01-15,Jayanagar,Jayanagar 4th Block,25888,39.02336642748429,1.5,80.5692842198142,100.0,2,101.776,24.898275051908424,97.55177169116698,90.2929984541616,92,Clear,No
2023-01-15,Jayanagar,South End Circle,36506,36.26968412815883,1.5,100.0,100.0,5,123.012,77.70018751901443,60.76647906788276,82.42024852458374,112,Clear,No
2023-01-15,Hebbal,Hebbal Flyover,28206,41.00512844363843,1.5,85.78412525508708,100.0,1,106.412,25.396532570653605,78.64000823128258,92.7991422405391,85,Clear,No
2023-01-15,Yeshwanthpur,Yeshwanthpur Circle,28225,26.50791424062708,1.5,89.17940070930486,100.0,3,106.45,76.62342207716031,79.78130325010657,70.41549644107452,120,Rain,No
2023-01-16,Indiranagar,CMH Road,25055,23.10574355294041,1.5,78.96033240860784,100.0,3,100.11,34.36454742715706,62.9215135264309,74.68181135559372,82,Clear,No
2023-01-16,Whitefield,Marathahalli Bridge,17718,47.444226107915945,1.0726355265697265,49.49610012502387,92.42841731187733,1,85.436,14.188645726975112,95.61821090888355,70.95780174009265,115,Overcast,No
2023-01-16,Koramangala,Sony World Junction,49631,41.67108991929203,1.5,100.0,100.0,3,149.262,54.145732105831954,68.11482143757112,93.0612255906362,103,Overcast,No
2023-01-16,Koramangala,Sarjapur Road,31265,32.507826871626705,1.5,100.0,100.0,2,112.53,16.880376982331338,62.37539463012608,81.52898693757908,95,Clear,No
2023-01-16,M.G. Road,Trinity Circle,38118,62.13266845469296,1.5,100.0,100.0,3,126.236,56.88944029090387,79.12978586642633,81.37742089803433,91,Clear,No
2023-01-16,Jayanagar,South End Circle,17266,68.21068510688198,1.282164777145174,59.90882493994776,87.00408678483959,2,84.532,47.70551598599862,88.95774984158977,90.19577704853272,94,Clear,No
2023-01-16,Hebbal,Ballari Road,19367,34.464074852796166,1.090070526183596,63.095082746378736,99.02385703886104,1,88.73400000000001,63.78857746016063,64.1392113817275,68.97171361486701,123,Clear,No
2023-01-16,Yeshwanthpur,Yeshwanthpur Circle,7083,38.66302533222508,1.224757563866394,27.73947634165216,31.732411315956966,0,64.166,52.06644177079359,68.89503433483307,77.36713358817647,204,Overcast,No
2023-01-17,Indiranagar,100 Feet Road,24218,59.934177143063415,1.1005234587826394,83.86007346169984,100.0,2,98.436,18.8882269093387,63.60979956435924,94.4713384794614,119,Clear,No
2023-01-17,Koramangala,Sony World Junction,46404,50.3941796003272,1.5,100.0,100.0,2,142.808,64.68290951471188,70.45790031244569,95.77969829905578,94,Clear,No
2023-01-17,Koramangala,Sarjapur Road,30655,20.34187087324298,1.5,100.0,100.0,1,111.31,39.955517358062096,64.94569179780353,51.85394695775219,88,Rain,No
2023-01-17,Electronic City,Hosur Road,17385,52.77187880755034,1.1013094375699106,57.77133799118271,90.8921209820731,0,84.77000000000001,44.06420338594733,90.30381047620544,80.0565214579593,100,Rain,No
2023-01-17,M.G. Road,Trinity Circle,25071,27.98385448848465,1.5,91.97108501015391,100.0,4,100.142,73.37617873710033,72.77594649578865,70.37686156984705,109,Clear,No
2023-01-17,Jayanagar,Jayanagar 4th Block,38647,20.0,1.5,100.0,100.0,0,127.294,23.472988255680416,84.59893943334374,72.3186386354541,97,Clear,No
2023-01-17,Jayanagar,South End Circle,11864,41.05003156368,1.1030566018502417,36.06199360597948,62.28870424538637,1,73.72800000000001,34.90001949981435,93.2130622912382,98.69172507055546,192,Clear,No
2023-01-17,Hebbal,Ballari Road,18068,49.67738747977797,1.2585280320678405,68.37901053787404,87.9421469022216,0,86.136,65.65909714247913,89.414951709733,70.4327642227707,99,Clear,No
